"cruise","station","cruise_station","decimalLatitude","decimalLongitude","decimalLongitude_flag","time_UTC","time_local","date","region","average_depth","FishNum","forkLength","abbrevName_fish","uniqueIdentifierFish","scientificName_fish","scientificNameID_fish","vernacularName","preyTaxon","scientificName_preyTaxon","scientificNameID_preyTaxon","preyCount"
201404,446,"201404-446",42.53861,-70.457485,1,16:19:21,"11:19:00",2014-11-10,"GoM",95,467,127,"S. scombrus","201404_446_467_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,4
201404,113,"201404-113",40.94842,-71.05502,1,03:21:56,"22:21:00",2014-09-24,"SNE",50,473,135,"P. triacanthus","201404_113_473_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","PPC","Calanoida",85258,1
201404,412,"201404-412",42.0476666666667,-67.1843333333333,1,12:30:28,"07:30:00",2014-11-06,"GB",53,511,281,"S. scombrus","201404_412_511_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,30
201404,440,"201404-440",42.9265783333333,-70.497065,1,01:13:49,"20:13:00",2014-11-10,"GoM",104,614,198,"S. scombrus","201404_440_614_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,223
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,630,271,"S. scombrus","201504_365_630_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,2300
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,631,315,"S. scombrus","201504_365_631_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,18
201504,295,"201504-295",41.9333333333333,-67.8183333333333,1,12:20:18,"07:20:00",2015-10-13,"GB",32.3,642,160,"S. scombrus","201504_295_642_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,18
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,659,146,"S. scombrus","201504_387_659_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,40
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,660,168,"S. scombrus","201504_387_660_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,150
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,661,100,"S. scombrus","201504_387_661_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,3
201504,291,"201504-291",41.6166666666667,-68.07,1,02:02:53,"21:02:00",2015-10-13,"GB",21.6,669,169,"S. scombrus","201504_291_669_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,63
201504,291,"201504-291",41.6166666666667,-68.07,1,02:02:53,"21:02:00",2015-10-13,"GB",21.6,670,162,"S. scombrus","201504_291_670_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,10
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,691,139,"S. scombrus","201504_365_691_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,1700
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,692,142,"S. scombrus","201504_365_692_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","PPC","Calanoida",85258,620
201504,154,"201504-154",39.8833333333333,-71.8,1,03:01:31,"22:01:00",2015-09-15,"SNE",88.3,699,136,"P. triacanthus","201504_154_699_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","PPC","Calanoida",85258,3
201302,13,"201302-13",37.7404133333333,-74.7186716666667,1,18:34:47,"13:34:00",2013-03-16,"MAB",48,22,219,"C. harengus","201302_13_22_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,7
201302,70,"201302-70",37.2542116666667,-75.0722883333333,1,00:46:23,"19:46:00",2013-03-22,"MAB",36,53,213,"C. harengus","201302_70_53_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,140
201302,70,"201302-70",37.2542116666667,-75.0722883333333,1,00:46:23,"19:46:00",2013-03-22,"MAB",36,54,220,"C. harengus","201302_70_54_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,230
201302,211,"201302-211",41.4542783333333,-69.28315,1,21:00:33,"16:00:00",2013-04-10,"GoM",94,69,142,"C. harengus","201302_211_69_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,8
201302,122,"201302-122",39.6457116666667,-73.1723066666667,1,18:05:52,"13:05:00",2013-03-27,"SNE",43,74,177,"C. harengus","201302_122_74_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,3
201302,121,"201302-121",39.6712433333333,-73.2914583333333,1,16:12:43,"11:12:00",2013-03-27,"SNE",42,87,170,"C. harengus","201302_121_87_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,15
201302,69,"201302-69",37.05521,-75.379185,1,21:55:00,"16:55:00",2013-03-21,"MAB",29,42,245,"S. scombrus","201302_69_42_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,1200
201302,69,"201302-69",37.05521,-75.379185,1,21:55:00,"16:55:00",2013-03-21,"MAB",29,45,266,"S. scombrus","201302_69_45_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,1330
201302,75,"201302-75",37.6670233333333,-75.1679333333333,1,10:45:05,"05:45:00",2013-03-22,"MAB",25,61,256,"S. scombrus","201302_75_61_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,820
201302,75,"201302-75",37.6670233333333,-75.1679333333333,1,10:45:05,"05:45:00",2013-03-22,"MAB",25,62,255,"S. scombrus","201302_75_62_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,15
201402,95,"201402-95",39.4519933333333,-72.9772416666667,1,10:00:39,"05:00:00",2014-04-14,"SNE",67,336,212,"A. aestivalis","201402_95_336_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Temora longicornis","Temora longicornis",85877,5
201402,127,"201402-127",40.120195,-73.5442316666667,1,22:07:34,"17:07:00",2014-04-17,"SNE",42,354,220,"A. aestivalis","201402_127_354_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Temora longicornis","Temora longicornis",85877,2600
201402,127,"201402-127",40.120195,-73.5442316666667,1,22:07:34,"17:07:00",2014-04-17,"SNE",42,355,224,"A. aestivalis","201402_127_355_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Temora longicornis","Temora longicornis",85877,3880
201402,118,"201402-118",39.8629783333333,-73.7046566666667,1,03:52:17,"22:52:00",2014-04-17,"MAB",32,406,215,"A. aestivalis","201402_118_406_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Temora longicornis","Temora longicornis",85877,7000
201402,118,"201402-118",39.8629783333333,-73.7046566666667,1,03:52:17,"22:52:00",2014-04-17,"MAB",32,407,195,"A. aestivalis","201402_118_407_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Temora longicornis","Temora longicornis",85877,3350
201402,189,"201402-189",42.1581466666667,-69.9618333333333,1,01:04:52,"20:04:00",2014-05-07,"GoM",140,325,164,"A. pseudoharengus","201402_189_325_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Temora longicornis","Temora longicornis",85877,3
201402,66,"201402-66",40.8847816666667,-71.1805033333333,1,08:35:56,"03:35:00",2014-04-11,"SNE",54,364,204,"A. pseudoharengus","201402_66_364_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Temora longicornis","Temora longicornis",85877,5
201402,116,"201402-116",39.689,-73.642,1,23:01:50,"18:01:00",2014-04-16,"MAB",35,447,241,"A. pseudoharengus","201402_116_447_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Temora longicornis","Temora longicornis",85877,580
201402,116,"201402-116",39.689,-73.642,1,23:01:50,"18:01:00",2014-04-16,"MAB",35,448,221,"A. pseudoharengus","201402_116_448_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Temora longicornis","Temora longicornis",85877,300
201402,67,"201402-67",40.6927833333333,-71.2644633333333,1,10:53:43,"05:53:00",2014-04-11,"SNE",61,452,250,"A. pseudoharengus","201402_67_452_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Temora longicornis","Temora longicornis",85877,1
201402,64,"201402-64",41.2053166666667,-71.2291983333333,1,04:06:09,"23:06:00",2014-04-11,"SNE",48,221,180,"C. harengus","201402_64_221_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,45
201402,64,"201402-64",41.2053166666667,-71.2291983333333,1,04:06:09,"23:06:00",2014-04-11,"SNE",48,237,133,"C. harengus","201402_64_237_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,740
201402,64,"201402-64",41.2053166666667,-71.2291983333333,1,04:06:09,"23:06:00",2014-04-11,"SNE",48,238,140,"C. harengus","201402_64_238_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,810
201402,57,"201402-57",38.587985,-74.2898816666667,1,01:05:40,"20:05:00",2014-04-03,"MAB",45,375,204,"C. harengus","201402_57_375_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,760
201402,57,"201402-57",38.587985,-74.2898816666667,1,01:05:40,"20:05:00",2014-04-03,"MAB",45,376,202,"C. harengus","201402_57_376_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,520
201402,58,"201402-58",38.8625,-74.4579366666667,1,03:42:51,"22:42:00",2014-04-03,"MAB",25,378,224,"C. harengus","201402_58_378_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,80
201402,58,"201402-58",38.8625,-74.4579366666667,1,03:42:51,"22:42:00",2014-04-03,"MAB",25,379,208,"C. harengus","201402_58_379_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,1300
201402,65,"201402-65",40.9041666666667,-71.2958333333333,1,06:55:08,"01:55:00",2014-04-11,"SNE",57,434,151,"C. harengus","201402_65_434_C_harengus","Clupea harengus",161722,"Atlantic herring","Temora longicornis","Temora longicornis",85877,3
201402,116,"201402-116",39.689,-73.642,1,23:01:50,"18:01:00",2014-04-16,"MAB",35,350,275,"S. scombrus","201402_116_350_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,1590
201402,116,"201402-116",39.689,-73.642,1,23:01:50,"18:01:00",2014-04-16,"MAB",35,351,273,"S. scombrus","201402_116_351_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,1980
201402,79,"201402-79",40.1607033333333,-71.5666216666667,1,19:01:58,"14:01:00",2014-04-12,"SNE",86,420,252,"S. scombrus","201402_79_420_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,3
201404,441,"201404-441",42.8653733333333,-70.5314066666667,1,03:17:46,"22:17:00",2014-11-10,"GoM",93,491,105,"S. scombrus","201404_441_491_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,3
201404,440,"201404-440",42.9265783333333,-70.497065,1,01:13:49,"20:13:00",2014-11-10,"GoM",104,614,198,"S. scombrus","201404_440_614_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,8
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,631,315,"S. scombrus","201504_365_631_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,1
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,659,146,"S. scombrus","201504_387_659_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,380
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,660,168,"S. scombrus","201504_387_660_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,550
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,661,100,"S. scombrus","201504_387_661_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,4
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,692,142,"S. scombrus","201504_365_692_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Temora longicornis","Temora longicornis",85877,40
201302,13,"201302-13",37.7404133333333,-74.7186716666667,1,18:34:47,"13:34:00",2013-03-16,"MAB",48,22,219,"C. harengus","201302_13_22_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,157
201302,70,"201302-70",37.2542116666667,-75.0722883333333,1,00:46:23,"19:46:00",2013-03-22,"MAB",36,53,213,"C. harengus","201302_70_53_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,445
201302,70,"201302-70",37.2542116666667,-75.0722883333333,1,00:46:23,"19:46:00",2013-03-22,"MAB",36,54,220,"C. harengus","201302_70_54_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,750
201302,122,"201302-122",39.6457116666667,-73.1723066666667,1,18:05:52,"13:05:00",2013-03-27,"SNE",43,74,177,"C. harengus","201302_122_74_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,20
201302,211,"201302-211",41.4542783333333,-69.28315,1,21:00:33,"16:00:00",2013-04-10,"GoM",94,80,221,"C. harengus","201302_211_80_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,30
201302,125,"201302-125",39.6260033333333,-72.7645916666667,1,00:10:13,"19:10:00",2013-03-28,"SNE",69,82,224,"C. harengus","201302_125_82_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,380
201302,121,"201302-121",39.6712433333333,-73.2914583333333,1,16:12:43,"11:12:00",2013-03-27,"SNE",42,86,180,"C. harengus","201302_121_86_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,178
201302,121,"201302-121",39.6712433333333,-73.2914583333333,1,16:12:43,"11:12:00",2013-03-27,"SNE",42,87,170,"C. harengus","201302_121_87_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,185
201302,7,"201302-7",38.0490483333333,-73.9953866666667,1,05:26:18,"00:26:00",2013-03-16,"MAB",113,14,85,"P. triacanthus","201302_7_14_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,12
201302,209,"201302-209",41.2603583333333,-69.023085,1,15:15:21,"10:15:00",2013-04-10,"GoM",151,125,117,"P. triacanthus","201302_209_125_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,3
201302,24,"201302-24",36.6378716666667,-74.9392883333333,1,17:29:10,"12:29:00",2013-03-17,"MAB",30,18,277,"S. scombrus","201302_24_18_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,37
201302,24,"201302-24",36.6378716666667,-74.9392883333333,1,17:29:10,"12:29:00",2013-03-17,"MAB",30,20,288,"S. scombrus","201302_24_20_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,28
201302,69,"201302-69",37.05521,-75.379185,1,21:55:00,"16:55:00",2013-03-21,"MAB",29,42,245,"S. scombrus","201302_69_42_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,360
201302,75,"201302-75",37.6670233333333,-75.1679333333333,1,10:45:05,"05:45:00",2013-03-22,"MAB",25,61,256,"S. scombrus","201302_75_61_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,200
201302,158,"201302-158",40.239365,-71.8051616666667,1,20:19:08,"15:19:00",2013-03-30,"SNE",76,95,289,"S. scombrus","201302_158_95_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,6
201302,315,"201302-315",43.6628383333333,-67.043225,1,03:08:07,"22:08:00",2013-04-23,"GoM",151,99,250,"S. scombrus","201302_315_99_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,1
201302,315,"201302-315",43.6628383333333,-67.043225,1,03:08:07,"22:08:00",2013-04-23,"GoM",151,100,253,"S. scombrus","201302_315_100_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,1
201402,276,"201402-276",44.2513783333333,-69.0033333333333,3,22:03:14,"17:03:00",2014-05-16,"GoM",70,258,132,"A. aestivalis","201402_276_258_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,19
201402,274,"201402-274",44.3150183333333,-69.3833333333333,3,07:03:34,"02:03:00",2014-05-16,"GoM",164,272,207,"A. aestivalis","201402_274_272_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,30
201402,274,"201402-274",44.3150183333333,-69.55,3,07:03:34,"02:03:00",2014-05-16,"GoM",164,274,155,"A. aestivalis","201402_274_274_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,30
201402,95,"201402-95",39.4519933333333,-69.6166666666667,3,10:00:39,"05:00:00",2014-04-14,"SNE",67,335,220,"A. aestivalis","201402_95_335_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,535
201402,95,"201402-95",39.4519933333333,-72.9772416666667,1,10:00:39,"05:00:00",2014-04-14,"SNE",67,336,212,"A. aestivalis","201402_95_336_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,425
201402,253,"201402-253",42.522365,-67.4304816666667,1,05:27:48,"00:27:00",2014-05-14,"GoM",298,199,205,"A. pseudoharengus","201402_253_199_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Calanoida","Calanoida",85258,1
201402,257,"201402-257",42.6133333333333,-66.632,1,15:15:41,"10:15:00",2014-05-14,"GoM",179,252,250,"A. pseudoharengus","201402_257_252_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Calanoida","Calanoida",85258,66
201402,189,"201402-189",42.1581466666667,-69.9618333333333,1,01:04:52,"20:04:00",2014-05-07,"GoM",140,196,227,"C. harengus","201402_189_196_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,20
201402,66,"201402-66",40.8847816666667,-71.1805033333333,1,08:35:56,"03:35:00",2014-04-11,"SNE",54,218,215,"C. harengus","201402_66_218_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,1020
201402,66,"201402-66",40.8847816666667,-71.1805033333333,1,08:35:56,"03:35:00",2014-04-11,"SNE",54,219,225,"C. harengus","201402_66_219_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,208
201402,64,"201402-64",41.2053166666667,-71.2291983333333,1,04:06:09,"23:06:00",2014-04-11,"SNE",48,237,133,"C. harengus","201402_64_237_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,220
201402,64,"201402-64",41.2053166666667,-71.2291983333333,1,04:06:09,"23:06:00",2014-04-11,"SNE",48,238,140,"C. harengus","201402_64_238_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,200
201402,57,"201402-57",38.587985,-74.2898816666667,1,01:05:40,"20:05:00",2014-04-03,"MAB",45,375,204,"C. harengus","201402_57_375_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,1280
201402,58,"201402-58",38.8625,-74.4579366666667,1,03:42:51,"22:42:00",2014-04-03,"MAB",25,379,208,"C. harengus","201402_58_379_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,1540
201402,65,"201402-65",40.9041666666667,-71.2958333333333,1,06:55:08,"01:55:00",2014-04-11,"SNE",57,435,158,"C. harengus","201402_65_435_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,36
201402,97,"201402-97",39.0315316666667,-73.2371583333333,1,14:30:59,"09:30:00",2014-04-14,"MAB",70,168,280,"S. scombrus","201402_97_168_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,1930
201404,113,"201404-113",40.94842,-71.05502,1,03:21:56,"22:21:00",2014-09-24,"SNE",50,458,125,"P. triacanthus","201404_113_458_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,6
201404,352,"201404-352",41.503895,-69.3320916666667,1,19:47:02,"14:47:00",2014-10-21,"GoM",88,487,104,"C. harengus","201404_352_487_C_harengus","Clupea harengus",161722,"Atlantic herring","Calanoida","Calanoida",85258,38
201404,114,"201404-114",40.72549,-71.4009066666667,1,06:45:30,"01:45:00",2014-09-24,"SNE",61,565,141,"P. triacanthus","201404_114_565_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,3
201404,114,"201404-114",40.72549,-71.4009066666667,1,06:45:30,"01:45:00",2014-09-24,"SNE",61,566,146,"P. triacanthus","201404_114_566_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,2
201404,384,"201404-384",43.6456616666667,-68.491,1,15:08:05,"10:08:00",2014-10-31,"GoM",175,580,226,"A. aestivalis","201404_384_580_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,1
201404,384,"201404-384",43.6456616666667,-68.491,1,15:08:05,"10:08:00",2014-10-31,"GoM",175,581,231,"A. aestivalis","201404_384_581_A_aestivalis","Alosa aestivalis",161703,"Blueback herring","Calanoida","Calanoida",85258,3
201404,394,"201404-394",43.78166,-66.79724,1,17:17:57,"12:17:00",2014-11-04,"GoM",126,590,173,"P. triacanthus","201404_394_590_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,1
201404,394,"201404-394",43.78166,-66.79724,1,17:17:57,"12:17:00",2014-11-04,"GoM",126,591,171,"P. triacanthus","201404_394_591_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,1
201404,112,"201404-112",41.10213,-71.078165,1,01:15:36,"20:15:00",2014-09-24,"SNE",37,597,84,"P. triacanthus","201404_112_597_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,1
201404,370,"201404-370",42.30601,-68.88251,1,20:51:28,"15:51:00",2014-10-29,"GoM",217,608,241,"A. pseudoharengus","201404_370_608_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Calanoida","Calanoida",85258,4
201404,440,"201404-440",42.9265783333333,-70.497065,1,01:13:49,"20:13:00",2014-11-10,"GoM",104,614,198,"S. scombrus","201404_440_614_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,85
201504,232,"201504-232",41.0283333333333,-68.7,1,00:12:48,"19:12:00",2015-09-29,"GoM",36.4,638,136,"P. triacanthus","201504_232_638_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,15
201504,295,"201504-295",41.9333333333333,-67.8183333333333,1,12:20:18,"07:20:00",2015-10-13,"GB",32.3,644,129,"S. scombrus","201504_295_644_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,3
201504,332,"201504-332",43.5433333333333,-67.0116666666667,1,00:24:28,"19:24:00",2015-10-18,"GoM",115.6,655,119,"A. pseudoharengus","201504_332_655_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Calanoida","Calanoida",85258,3
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,659,146,"S. scombrus","201504_387_659_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,840
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,660,168,"S. scombrus","201504_387_660_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,2150
201504,387,"201504-387",42.9516666666667,-70.165,1,21:03:23,"16:03:00",2015-10-30,"GoM",80.4,661,100,"S. scombrus","201504_387_661_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,231
201504,298,"201504-298",41.8533333333333,-67.3083333333333,1,20:29:11,"15:29:00",2015-10-13,"GB",26,668,138,"S. scombrus","201504_298_668_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,1
201504,291,"201504-291",41.6166666666667,-68.07,1,02:02:53,"21:02:00",2015-10-13,"GB",21.6,669,169,"S. scombrus","201504_291_669_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,223
201504,291,"201504-291",41.6166666666667,-68.07,1,02:02:53,"21:02:00",2015-10-13,"GB",21.6,670,162,"S. scombrus","201504_291_670_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,8
201504,334,"201504-334",43.835,-66.735,1,06:38:50,"01:38:00",2015-10-18,"GoM",74.6,676,50,"A. pseudoharengus","201504_334_676_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Calanoida","Calanoida",85258,1
201504,333,"201504-333",43.7,-66.9866666666667,1,03:53:47,"22:53:00",2015-10-18,"GoM",86.9,684,141,"A. pseudoharengus","201504_333_684_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife","Calanoida","Calanoida",85258,1
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,691,139,"S. scombrus","201504_365_691_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,11050
201504,365,"201504-365",42.0933333333333,-70.3116666666667,1,11:53:55,"06:53:00",2015-10-28,"GoM",33.4,692,142,"S. scombrus","201504_365_692_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel","Calanoida","Calanoida",85258,1400
201504,51,"201504-51",36.3916666666667,-74.85,3,02:28:31,"21:28:00",2015-09-05,"MAB",38.5,701,210,"P. triacanthus","201504_51_701_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,1
201504,153,"201504-153",39.8483333333333,-72.045,1,00:51:30,"19:51:00",2015-09-15,"SNE",55.8,707,140,"P. triacanthus","201504_153_707_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,1
201504,153,"201504-153",39.8483333333333,-72.045,1,00:51:30,"19:51:00",2015-09-15,"SNE",55.8,708,50,"P. triacanthus","201504_153_708_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish","Calanoida","Calanoida",85258,1
