"cruise","station","decimalLatitude","decimalLongitude","time_UTC","date","average_depth","Fish_Num","abbrevName_fish","uniqueIdentifierFish","scientificName_fish","scientificNameID_fish","vernacularName","d13C","d15N","C_to_N","d13C_corr"
201302,71,37.40019,-75.159902,03:06:57,2013-03-22,"31",101,"S. scombrus","201302_71_101_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-18.9337729520507,12.5830914154997,3.26690478201607,-18.4866799671185
201302,241,40.404008,-67.8672,08:15:02,2013-04-14,"235",102,"P. triacanthus","201302_241_102_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-19.4675596620095,11.6829601352156,3.49403610661274,-18.7246554040494
201302,241,40.404008,-67.8672,08:15:02,2013-04-14,"235",104,"P. triacanthus","201302_241_104_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-19.8369201938881,11.6338042009188,3.6962827714737,-18.8463711697703
201302,237,40.580933,-68.118643,22:28:08,2013-04-13,"95",105,"P. triacanthus","201302_237_105_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-18.0316373895119,14.8133163237146,3.32229234023864,-17.5105546966847
201302,128,39.51353,-72.42392,07:17:38,2013-03-28,"142",106,"P. triacanthus","201302_128_106_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-17.8740762235634,12.8579876073518,3.43627729717664,-17.2045315357134
201302,128,39.51353,-72.42392,07:17:38,2013-03-28,"142",108,"P. triacanthus","201302_128_108_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-18.0471425492081,12.5511061580334,3.20434776659334,-17.6851403559651
201302,330,43.809248,-68.217842,21:01:59,2013-04-24,"183",110,"P. triacanthus","201302_330_110_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-19.5881255895281,12.6375053640663,4.62144193152475,-17.6144851264927
201302,330,43.809248,-68.217842,21:01:59,2013-04-24,"183",112,"P. triacanthus","201302_330_112_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-21.3765978417441,12.3370321915316,6.51613875723239,-17.8908828241682
201302,6,38.300057,-74.127437,02:08:57,2013-03-16,"61",114,"P. triacanthus","201302_6_114_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-18.8880735096345,11.9415256715914,3.52571399616337,-18.1054483680984
201302,6,38.300057,-74.127437,02:08:57,2013-03-16,"61",115,"P. triacanthus","201302_6_115_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-17.5611154220632,14.5703976461285,3.95799750155938,-16.2694915337024
201302,236,40.554838,-68.340042,19:54:24,2013-04-13,"93",116,"P. triacanthus","201302_236_116_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-17.7499449553809,15.6981521817056,3.29680384040708,-17.2627567518181
201302,236,40.554838,-68.340042,19:54:24,2013-04-13,"93",117,"P. triacanthus","201302_236_117_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-17.2154214565573,13.5511557997512,3.2180176331929,-16.834684367365
201302,226,41.543132,-68.658875,12:29:48,2013-04-12,"135",120,"P. triacanthus","201302_226_120_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-20.11141632742,12.5267192534712,4.69977963429878,-18.0638000780901
201302,226,41.543132,-68.658875,12:29:48,2013-04-12,"135",121,"P. triacanthus","201302_226_121_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-20.6836720480386,11.9821041462532,4.72718670565663,-18.6104656233464
201302,252,40.65459,-67.123423,10:00:51,2013-04-15,"116",122,"P. triacanthus","201302_252_122_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-18.7454478657595,13.9747436068762,3.46011379663276,-18.0454800622741
201302,252,40.65459,-67.123423,10:00:51,2013-04-15,"116",123,"P. triacanthus","201302_252_123_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-20.315028477041,11.9294177972018,3.88088177737466,-19.1099978985409
201302,209,41.260358,-69.023085,15:15:21,2013-04-10,"151",125,"P. triacanthus","201302_209_125_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-18.8834907617948,11.3226584910514,4.11005845562749,-17.425953419319
201302,209,41.260358,-69.023085,15:15:21,2013-04-10,"151",127,"P. triacanthus","201302_209_127_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-20.3281162097558,12.9254230015308,5.55925127403351,-17.5413616268151
201302,329,43.712128,-68.182003,18:09:21,2013-04-24,"180",128,"P. triacanthus","201302_329_128_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-20.5159698177423,11.2717171649314,4.27358932212633,-18.88671947854
201302,329,43.712128,-68.182003,18:09:21,2013-04-24,"180",130,"P. triacanthus","201302_329_130_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-19.8921134654738,12.3497439512696,5.14811569200218,-17.4434994789399
201302,3,38.411098,-73.431095,18:25:50,2013-03-15,"118",131,"P. triacanthus","201302_3_131_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-17.7241091787093,16.1168640997332,3.27357116518156,-17.2680447480572
201302,3,38.411098,-73.431095,18:25:50,2013-03-15,"118",132,"P. triacanthus","201302_3_132_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-17.9291339429825,12.6660597497083,3.34407117556787,-17.3792952439578
201402,97,39.031532,-73.237158,14:30:59,2014-04-14,"70",168,"S. scombrus","201402_97_168_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-18.60955455591,14.6725961080727,3.55282527339647,-17.7932170028157
201402,97,39.031532,-73.237158,14:30:59,2014-04-14,"70",169,"S. scombrus","201402_97_169_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-21.0758950729663,12.499280463852,6.86408480850741,-17.3612368125398
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",174,"A. pseudoharengus","201402_187_174_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-18.728425116302,11.8764224364481,3.29324117163935,-18.2459953951913
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",175,"A. pseudoharengus","201402_187_175_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-18.3355905249232,12.4999461144165,3.24207065508611,-17.9220805590132
201402,182,41.339215,-69.328308,20:21:26,2014-04-23,"79",176,"C. harengus","201402_182_176_C_harengus","Clupea harengus",161722,"Atlantic herring",-17.9056692846505,12.7423473065249,3.34091240811458,-17.3599896793386
201402,182,41.339215,-69.328308,20:21:26,2014-04-23,"79",177,"C. harengus","201402_182_177_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.962292504389,13.3630996445769,3.20545230808197,-18.5987735439823
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",183,"A. aestivalis","201402_187_183_A_aestivalis","Alosa aestivalis",161703,"Blueback herring",-18.395909779769,11.7405282193655,3.75770310854747,-17.3328312323112
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",184,"A. aestivalis","201402_187_184_A_aestivalis","Alosa aestivalis",161703,"Blueback herring",-17.7486873671192,13.0047652837526,3.25218734799875,-17.3214657188268
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",188,"C. harengus","201402_187_188_C_harengus","Clupea harengus",161722,"Atlantic herring",-17.4014706029999,12.7056480452823,3.3788060871057,-16.8061544394981
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",189,"C. harengus","201402_187_189_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.1535142692097,13.1693941817026,3.55003355189602,-18.3406362715587
201402,180,41.090333,-69.272667,16:53:29,2014-04-23,"58",190,"S. scombrus","201402_180_190_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-18.3240317984978,11.6339927057885,3.29601574450543,-17.8378957730008
201402,180,41.090333,-69.272667,16:53:29,2014-04-23,"58",191,"S. scombrus","201402_180_191_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-18.8393872417456,11.3318031825631,3.22006014677041,-18.4558576722934
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",193,"S. scombrus","201402_187_193_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.6427083382259,12.2284911449263,3.26242202535791,-19.2016584311589
201402,187,41.711768,-69.735145,12:05:09,2014-04-24,"81",194,"S. scombrus","201402_187_194_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-18.941547429978,12.8133126818992,3.39616550284495,-18.3236779745993
201402,189,42.158147,-69.961833,01:04:52,2014-05-07,"140",197,"C. harengus","201402_189_197_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.0190041625223,12.4025201866895,3.51207490914656,-18.2534371333895
201402,253,42.522365,-67.430482,05:27:48,2014-05-14,"298",199,"A. pseudoharengus","201402_253_199_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-19.4643822616791,11.9936198992828,4.10263598379624,-18.0147999959846
201402,215,40.312445,-68.020518,06:27:09,2014-05-10,"187",202,"P. triacanthus","201402_215_202_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-22.3785503375296,11.4451991932583,4.39479926126769,-20.6262137503642
201402,215,40.312445,-68.020518,06:27:09,2014-05-10,"187",203,"P. triacanthus","201402_215_203_P_triacanthus","Peprilus triacanthus",172567,"Atlantic butterfish",-20.6118735382671,11.5643477496787,3.43075352868684,-19.9494090896015
201402,272,44.349245,-67.021548,02:14:39,2014-05-16,"137",204,"C. harengus","201402_272_204_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.8070315925199,11.5502193627598,3.78936765597895,-18.7070230903019
201402,282,44.088828,-68.100295,18:18:52,2014-05-17,"101",205,"A. aestivalis","201402_282_205_A_aestivalis","Alosa aestivalis",161703,"Blueback herring",-19.433450989857,11.912303214687,3.31286314928953,-18.9248767898202
201402,267,43.819698,-66.959605,13:14:25,2014-05-15,"196",206,"C. harengus","201402_267_206_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.7055273148564,11.7575651941935,3.73088161553049,-18.6739745896666
201402,346,43.28621,-69.985628,06:58:29,2014-05-30,"141",208,"S. scombrus","201402_346_208_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-20.3063115972692,11.1480841121634,3.33587882815204,-19.76726775121
201402,346,43.28621,-69.985628,06:58:29,2014-05-30,"141",209,"S. scombrus","201402_346_209_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-20.4312738630606,11.4618906294171,3.30254078644012,-19.9364338979126
201402,255,42.550213,-67.008528,08:42:41,2014-05-14,"315",211,"S. scombrus","201402_255_211_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.793051688131,12.1648295291141,3.45847140475176,-19.0951733773941
201402,255,42.550213,-67.008528,08:42:41,2014-05-14,"315",212,"S. scombrus","201402_255_212_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.6253279242977,12.7284270399408,3.5027335190462,-18.8714822365397
201402,190,42.032478,-69.514478,05:24:48,2014-05-07,"213",213,"C. harengus","201402_190_213_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.1075127721247,11.6663144582961,3.9009292362679,-17.8798064792902
201402,190,42.032478,-69.514478,05:24:48,2014-05-07,"213",215,"C. harengus","201402_190_215_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.3887151962912,11.1851654362623,3.45629571103227,-18.6936063868882
201402,192,41.728652,-68.361758,13:49:42,2014-05-07,"86",216,"S. scombrus","201402_192_216_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.6373835326935,12.3461438821773,3.19740967014725,-19.284920774431
201402,66,40.884782,-71.180503,08:35:56,2014-04-11,"54",218,"C. harengus","201402_66_218_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.0507267339732,11.6914994490767,3.34244966862787,-18.5030225537361
201402,66,40.884782,-71.180503,08:35:56,2014-04-11,"54",219,"C. harengus","201402_66_219_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.2103735066467,12.4347299733509,3.42567303817743,-18.5544311850996
201402,64,41.205317,-71.229198,04:06:09,2014-04-11,"48",220,"C. harengus","201402_64_220_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.4686590863881,12.2002517082787,3.39680051953349,-17.8499668067982
201402,64,41.205317,-71.229198,04:06:09,2014-04-11,"48",221,"C. harengus","201402_64_221_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.3719144570274,11.7197939418797,3.27634450202756,-17.912123121539
201402,114,39.24038,-73.729748,18:00:00,2014-04-16,"43",224,"C. harengus","201402_114_224_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.8475503633836,12.7754126572425,3.75187472201913,-17.7913032876384
201402,114,39.24038,-73.729748,18:00:00,2014-04-16,"43",225,"C. harengus","201402_114_225_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.7721262342254,12.8190748171704,3.73088161553049,-17.7405735090357
201402,70,40.501308,-70.827123,19:10:43,2014-04-11,"78",226,"S. scombrus","201402_70_226_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.8997285884365,12.6762584027847,3.3906187223338,-19.2890529337312
201402,70,40.501308,-70.827123,19:10:43,2014-04-11,"78",228,"S. scombrus","201402_70_228_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-18.886858407834,11.592441423758,3.20153859196937,-18.528716157656
201402,272,44.349245,-67.021548,02:14:39,2014-05-16,"137",229,"S. scombrus","201402_272_229_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-20.1370182039196,10.997304391057,3.28702723324747,-19.662900469284
201402,272,44.349245,-67.021548,02:14:39,2014-05-16,"137",230,"S. scombrus","201402_272_230_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.9309752548248,12.2903537374897,3.21414129923251,-19.5555426825153
201402,253,42.522365,-67.430482,05:27:48,2014-05-14,"298",231,"C. harengus","201402_253_231_C_harengus","Clupea harengus",161722,"Atlantic herring",-20.1196892521457,11.6372222520543,4.23307072844842,-18.5323645754972
201402,253,42.522365,-67.430482,05:27:48,2014-05-14,"298",233,"C. harengus","201402_253_233_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.9313878551756,11.4244032981929,3.51847765655873,-18.1578048133929
201402,182,41.339215,-69.328308,20:21:26,2014-04-23,"79",235,"S. scombrus","201402_182_235_S_scombrus","Scomber scombrus",172414,"Atlantic mackerel",-19.160147033242,12.0858172576393,3.34887491556305,-18.6039908581579
201402,64,41.205317,-71.229198,04:06:09,2014-04-11,"48",237,"C. harengus","201402_64_237_C_harengus","Clupea harengus",161722,"Atlantic herring",-18.3746037119314,14.0101961804721,3.30552123178228,-17.8757937656288
201402,64,41.205317,-71.229198,04:06:09,2014-04-11,"48",238,"C. harengus","201402_64_238_C_harengus","Clupea harengus",161722,"Atlantic herring",-19.3513314671082,13.3499082528714,3.46976171991962,-18.6391093200296
201402,192,41.728652,-68.361758,13:49:42,2014-05-07,"86",240,"A. pseudoharengus","201402_192_240_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-19.1203543163393,12.547144650502,4.33908476413334,-17.4241675079523
201402,192,41.728652,-68.361758,13:49:42,2014-05-07,"86",242,"A. pseudoharengus","201402_192_242_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-17.9736082217615,12.7596307091823,3.36863859657823,-17.3915554970213
201402,255,42.550213,-67.008528,08:42:41,2014-05-14,"315",243,"A. pseudoharengus","201402_255_243_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-18.5261132446266,12.0972072535507,3.50755673929098,-17.7662116034447
201402,255,42.550213,-67.008528,08:42:41,2014-05-14,"315",245,"A. pseudoharengus","201402_255_245_A_pseudoharengus","Alosa pseudoharengus",161706,"Alewife",-20.1643270068804,11.962193450794,4.72976613788186,-18.0887197916391
